"47",56952,56889,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.03,0.06,47,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"48",56889,56818,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.06,0.14,48,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"49",56818,75000,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.02,0.04,49,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"50",75000,74999,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.06,0.13,50,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"51",74999,56629,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.12,0.61,51,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"52",56629,74716,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.15,0.26,52,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"53",74716,56449,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.03,0.06,53,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"54",56449,56270,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.22,0.41,54,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"55",56270,55645,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",1.29,2.34,55,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"56",55645,74698,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.02,0.03,56,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"57",74698,55614,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.04,0.08,57,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"58",55614,55486,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.24,0.31,58,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"59",55486,55320,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.19,0.26,59,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"60",55320,74663,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.18,0.24,60,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"61",74663,54683,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.28,0.38,61,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"62",54683,54554,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.13,0.15,62,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"63",54554,51450,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",1.17,1.27,63,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"64",51450,49576,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.65,0.63,64,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"65",49576,49386,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.06,0.06,65,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"66",49386,49199,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.09,0.08,66,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"67",49199,74540,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.24,0.21,67,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"68",74540,47582,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.23,0.2,68,30,0,0,0.19,0,0,0,0,0,0,0,0,0
