ID,Street Name,Route Number,COUNTY,Screenline,TIP Project,Count Station ID,2005 Count Total,AB 2005 Count,BA 2005 Count,2005 Count,FUN_CLASS,CTP_Type,CTP_CD,TERRAIN_CD,DIVIDED_CD,SPD_LIMIT,LANE_WIDTH,AB_LANES,BA_LANES,MODE,CanWalk,TruckRstr
19251,US 19/23 US 25/70 SB                ,19/23/25/70 ,Buncombe        ,0,         ,0100702,27810,27000,0,54000,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
19079,US 19/23 US 25/70 NB                ,19/23/25/70 ,Buncombe        ,0,         ,0100702,27810,27000,0,54000,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
18769,Blue Ridge Pky                      ,            ,Buncombe        ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,3,0,40,10,1,1,1   ,1,0
22970,Elk Mountain Scenic Hwy             ,            ,Buncombe        ,0,         ,1000266,456,200,200,400,5,Minor Thoroughfares        ,5,3,0,25,10,1,1,1   ,1,0
22973,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
17824,Riverside Dr                        ,251         ,Buncombe        ,0,         ,1000249,1938,850,850,1700,4,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
29219,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,6,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
23756,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
19471,Bear Creek Rd                       ,1283        ,Buncombe        ,0,         ,0101597,1545,750,750,1500,7,Minor Thoroughfares        ,5,4,0,40,11,1,1,1   ,1,0
18494,New Leicester Hwy                   ,63          ,Buncombe        ,0,U-3301   ,       ,0,0,0,0,5,Other Major Thoroughfares  ,4,4,0,55,12,1,1,1   ,1,0
23755,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
29704,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
20235,Jenkins Valley Rd                   ,1641        ,Buncombe        ,0,         ,       ,0,0,0,0,6,Minor Thoroughfares        ,5,3,0,35,10,1,1,1   ,1,0
24408,Old Highway 20                      ,1622        ,Buncombe        ,0,         ,0101519,412,200,200,400,7,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
23951,Webb Cove Rd                        ,2053        ,Buncombe        ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,3,0,15,10,1,1,1   ,1,0
28106,                                    ,            ,Transylvania    ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,0,55,12,1,1,1   ,1,0
23908,Weaverville Hwy                     ,19/23 Bus   ,Buncombe        ,0,         ,1000245,10830,4750,4750,9500,4,Other Major Thoroughfares  ,4,4,0,45,12,1,1,1   ,1,0
23436,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23435,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
29207,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,55,11,1,1,1   ,1,0
27233,Cruso Rd                            ,276         ,Haywood         ,0,         ,0430059,3553.5,1725,1725,3600,5,Other Major Thoroughfares  ,4,3,0,40,11,1,1,1   ,1,0
27193,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27202,Thompson St                         ,0           ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
27219,Morningstar Rd                      ,1844        ,Haywood         ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
27333,Main St                             ,19          ,Haywood         ,0,         ,0430046,6840,6000,0,6000,3,Other Major Thoroughfares  ,4,4,0,20,12,2,0,1   ,1,0
27332,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27856,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27518,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
26459,Rosman Hwy                          ,64          ,Transylvania    ,0,         ,0870041,8343,4050,4050,8100,4,Other Major Thoroughfares  ,4,4,0,55,12,1,1,1   ,1,0
29118,                                    ,            ,Transylvania    ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,3,0,35,10,1,1,1   ,1,0
26564,Main St                             ,0           ,Haywood         ,0,         ,0430441,3193,1550,1550,3100,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26568,Champion Dr                         ,1643        ,Haywood         ,0,         ,       ,0,0,0,0,7,Other Major Thoroughfares  ,4,4,0,35,12,2,2,1   ,1,0
26588,I-40                                ,40          ,Haywood         ,0,         ,0430436,24745,24500,0,49000,1,Freeways                   ,1,4,1,60,12,2,0,1   ,1,0
26589,I-40                                ,40          ,Haywood         ,0,         ,0430436,24745,24500,0,49000,1,Freeways                   ,1,4,1,60,12,2,0,1   ,1,0
26596,North Canton                        ,1585        ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
26617,Park St                             ,19          ,Haywood         ,0,         ,       ,0,0,0,0,3,Other Major Thoroughfares  ,4,4,0,20,12,2,0,1   ,1,0
26625,Pisgah Dr                           ,110         ,Haywood         ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
26629,Hillside St                         ,110         ,Haywood         ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
26655,Blue Ridge Pky                      ,0           ,Transylvania    ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,3,0,45,10,1,1,1   ,1,0
26997,Main St                             ,0           ,Haywood         ,0,         ,       ,0,0,0,0,3,Minor Thoroughfares        ,5,4,0,25,12,0,1,1   ,1,0
27236,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
26657,Lake Logan Rd                       ,215         ,Haywood         ,0,         ,       ,0,0,0,0,5,Other Major Thoroughfares  ,4,3,0,45,11,1,1,1   ,1,0
29084,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,55,11,1,1,1   ,1,0
29085,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,55,12,1,1,1   ,1,0
1548389265,价Oc#x'                        ,            ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,55,12,1,1,1   ,1,0
26671,US-19                               ,19          ,Haywood         ,0,         ,0430068,5915,3250,3250,6500,4,Other Major Thoroughfares  ,4,4,2,35,12,2,2,1   ,1,0
27270,US-19                               ,19          ,Haywood         ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,3,0,55,11,1,1,1   ,1,0
27271,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
29086,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,55,11,1,1,1   ,1,0
27838,US 19                               ,19          ,                ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
26669,US-19                               ,19          ,Haywood         ,0,         ,0430067,3822,2100,2100,4200,4,Other Major Thoroughfares  ,4,3,0,55,11,1,2,1   ,1,0
26969,US-19                               ,19          ,Haywood         ,0,         ,0430402,2821,1550,1550,3100,4,Other Major Thoroughfares  ,4,3,0,55,11,2,1,1   ,1,0
29087,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
29120,                                    ,            ,Transylvania    ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
29121,                                    ,            ,Transylvania    ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,3,0,45,11,1,1,1   ,1,0
26656,Lake Logan Rd                       ,215         ,Haywood         ,0,         ,0430080,103,50,50,100,5,Other Major Thoroughfares  ,4,3,0,45,11,1,1,1   ,1,0
29155,                                    ,            ,Transylvania    ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27382,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27400,County Rd                           ,1376        ,Haywood         ,0,         ,       ,0,0,0,0,5,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
27407,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27417,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27358,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27376,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27369,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27276,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
29736,Russ Ave                            ,276         ,Haywood         ,0,         ,0430014,35340,15500,15500,31000,3,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
27281,US-19                               ,19          ,Haywood         ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
27506,Crymes Cove Rd                      ,1134        ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
27508,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
26632,Wells Rd                            ,110         ,Haywood         ,0,         ,0430054,9064,4400,4400,8800,4,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
26637,Old River Bend Rd                   ,215         ,Haywood         ,0,         ,0430053,2781,1350,1350,2700,4,Other Major Thoroughfares  ,4,4,0,40,12,1,1,1   ,1,0
26680,Russ Ave                            ,276         ,Haywood         ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
26681,Golf Course Rd                      ,1197        ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26683,Holston Village Rd                  ,19          ,Haywood         ,0,         ,0430023,10010,5500,5500,11000,3,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
26684,US-19                               ,19          ,Haywood         ,0,         ,       ,0,0,0,0,3,Freeways                   ,1,4,0,55,12,1,0,1   ,1,0
26685,US-19                               ,19          ,Haywood         ,0,         ,       ,0,0,0,0,3,Freeways                   ,1,4,0,55,12,1,0,1   ,1,0
26686,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,0430017,17510,17000,0,34000,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
26687,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,0430017,17510,17000,0,34000,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
26688,Great Smoky Mountain                ,19          ,Haywood         ,0,         ,0430026,21630,21000,0,42000,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
26689,Great Smoky Mountain                ,19          ,Haywood         ,0,         ,0430026,21630,21000,0,42000,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
26857,Pigeon St                           ,276         ,Haywood         ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
26860,Sunny Side Rd                       ,1809        ,Haywood         ,0,         ,0431562,0,0,0,700,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26877,Howell Mill Rd                      ,1184        ,Haywood         ,0,         ,       ,0,0,0,0,5,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26879,N Main St                           ,23          ,Haywood         ,0,         ,0430025,13680,6000,6000,12000,4,Boulevards                 ,3,4,2,35,12,1,1,1   ,1,0
26891,Poison Cove Rd                      ,0           ,Haywood         ,0,         ,0431557,1957,950,950,1900,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26892,Mulberry St                         ,1819        ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26897,Old Asheville Hwy                   ,23          ,Haywood         ,0,         ,0430027,13680,6000,6000,12000,4,Boulevards                 ,3,4,2,45,12,2,2,1   ,1,0
26937,I-40                                ,40          ,Haywood         ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
26938,I-40                                ,40          ,Haywood         ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
27264,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
26665,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,0430002,25235,12250,12250,24000,2,Expressways                ,2,4,1,55,12,2,2,H   ,0,0
29096,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,3,0,55,10,1,1,1   ,1,0
26795,Hyatt Creek Rd                      ,1168        ,Haywood         ,0,         ,0431582,1236,600,600,1200,4,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
26796,Hyatt Creek Rd                      ,1168        ,Haywood         ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
26797,Old Balsam Rd                       ,1243        ,Haywood         ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
26805,Allens Creek Rd                     ,1147        ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26806,Wolf Pen Rd                         ,0           ,Haywood         ,0,         ,0430464,442.9,215,215,430,7,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
26974,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,0430069,23690,11500,11500,23000,2,Expressways                ,2,4,1,55,12,2,2,H   ,0,0
26976,US 23-74                            ,23          ,                ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
26989,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,0430401,20930,11500,11500,23000,2,Expressways                ,2,4,1,55,12,2,2,H   ,0,0
26666,SR#1158                             ,1158        ,Haywood         ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
27262,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27263,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,       ,0,0,0,0,2,Expressways                ,2,4,1,55,12,2,2,H   ,0,0
27261,SR#1158                             ,1158        ,Haywood         ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
29098,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,3,0,55,10,1,1,1   ,1,0
27277,US-19                               ,19          ,Haywood         ,0,         ,       ,0,0,0,0,7,Other Major Thoroughfares  ,4,4,2,35,12,2,2,1   ,1,0
27274,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27275,US-19                               ,19          ,Haywood         ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,2,35,12,2,2,1   ,1,0
27273,US-19                               ,19          ,Haywood         ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,2,35,12,2,2,1   ,1,0
27279,US-19                               ,19          ,Haywood         ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,2,35,12,2,2,1   ,1,0
29095,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,3,0,55,10,1,1,1   ,1,0
27265,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
29097,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,3,0,35,10,1,1,1   ,1,0
26672,US-19                               ,19          ,Haywood         ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
27241,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27245,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27243,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27244,Allens Creek Rd                     ,1147        ,Haywood         ,0,         ,0431594,3605,1750,1750,3500,7,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
27242,Allens Creek Rd                     ,1147        ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
27246,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27846,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27861,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27418,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27419,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27438,Pigeon St                           ,276         ,Haywood         ,0,         ,0430008,7210,3500,3500,7000,4,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
27373,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27453,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27452,Brown Ave                           ,0           ,Haywood         ,0,         ,       ,0,0,0,0,0,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
27449,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27461,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27464,                                    ,0           ,Haywood         ,0,         ,       ,0,0,0,0,0,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
27454,Brown Ave                           ,0           ,Haywood         ,0,         ,0430453,2266,1100,1100,2200,0,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
27514,Sulphur Springs Rd                  ,0           ,Haywood         ,0,         ,0430482,4017,1950,1950,3900,4,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26768,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,0430015,14420,14000,0,28000,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
26769,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,0430015,14420,14000,0,28000,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
26804,Browning Rd                         ,1138        ,Haywood         ,0,         ,0431596,721,350,350,700,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26809,S Main St                           ,23          ,Haywood         ,0,         ,       ,0,0,0,0,3,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
26813,Belle Meade Dr                      ,0           ,Haywood         ,0,         ,0430469,659.2,320,320,640,0,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26816,Hazelwood Ave                       ,0           ,Haywood         ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26827,Wills Way                           ,0           ,Haywood         ,0,         ,0430452,360.5,175,175,350,0,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26845,                                    ,0           ,Haywood         ,0,         ,       ,0,0,0,0,0,Minor Thoroughfares        ,5,4,0,20,12,1,1,1   ,1,0
26846,N Main St                           ,23          ,Haywood         ,0,         ,       ,0,0,0,0,3,Other Major Thoroughfares  ,4,4,0,20,12,1,1,1   ,1,0
27522,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27255,Green Valley Rd                     ,1164        ,Haywood         ,0,         ,0431578,618,300,300,600,4,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
27251,Old Balsam Rd                       ,1243        ,Haywood         ,0,         ,0431593,4120,2000,2000,4000,4,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
26776,Will Hyatt Rd                       ,1175        ,Haywood         ,0,         ,0431576,1442,700,700,1400,7,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
26781,Plott Creek Rd                      ,1173        ,Haywood         ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26784,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,0430004,14935,14500,0,29000,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
26785,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,0430004,14935,14500,0,29000,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
26794,Hyatt Creek Rd                      ,1164        ,Haywood         ,0,         ,0431585,2678,1300,1300,2600,4,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
26812,Brown Ave                           ,0           ,Haywood         ,0,         ,       ,0,0,0,0,0,Other Major Thoroughfares  ,4,4,0,35,12,2,2,1   ,1,0
27519,Green Valley Rd                     ,1164        ,Haywood         ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
27254,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27256,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27520,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27253,Hyatt Creek Rd                      ,1164        ,Haywood         ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
26783,Green Valley Rd                     ,1164        ,Haywood         ,0,         ,0431581,824,400,400,800,4,Minor Thoroughfares        ,5,4,0,35,11,1,1,1   ,1,0
26786,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,       ,0,0,0,0,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
26787,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,       ,0,0,0,0,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
26788,US 74 Off ramp                      ,74          ,Haywood         ,0,         ,       ,0,0,0,0,2,Freeways                   ,1,4,1,35,12,0,1,H   ,0,0
26791,US 74 On ramp                       ,74          ,Haywood         ,0,         ,       ,0,0,0,0,2,Freeways                   ,1,4,1,45,12,1,0,H   ,0,0
26798,Hyatt Creek Rd                      ,23          ,Haywood         ,0,         ,0430003,11400,5000,5000,10000,3,Boulevards                 ,3,4,0,35,12,1,1,1   ,1,0
26803,Allens Creek Rd                     ,1147        ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26664,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,       ,0,0,0,0,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
27491,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,       ,0,0,0,0,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
26789,US 74 On ramp                       ,74          ,Haywood         ,0,         ,       ,0,0,0,0,2,Freeways                   ,1,4,1,45,12,0,1,H   ,0,0
26790,US 74 Off ramp                      ,74          ,Haywood         ,0,         ,       ,0,0,0,0,2,Freeways                   ,1,4,1,35,12,1,0,H   ,0,0
26792,Hyatt Creek Rd                      ,1164        ,Haywood         ,0,         ,       ,0,0,0,0,4,Boulevards                 ,3,4,0,35,12,1,1,1   ,1,0
26793,Hyatt Creek Rd                      ,23          ,Haywood         ,0,         ,       ,0,0,0,0,3,Boulevards                 ,3,4,0,35,12,1,1,1   ,1,0
27848,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
27847,S Main St                           ,23          ,Haywood         ,0,         ,       ,0,0,0,0,3,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
27259,Hendrix St                          ,0           ,Haywood         ,0,         ,       ,0,0,0,0,0,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26800,S Main St                           ,23          ,Haywood         ,0,         ,0430455,9476,4600,4600,9200,3,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
26802,Allens Creek Rd                     ,1147        ,Haywood         ,0,         ,0431551,5871,2850,2850,5700,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
27260,                                    ,            ,Haywood         ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
26801,Hendrix St                          ,0           ,Haywood         ,0,         ,0430456,2266,1100,1100,2200,0,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26799,Old Balsam Rd                       ,23          ,Haywood         ,0,         ,       ,0,0,0,0,3,Boulevards                 ,3,4,0,35,12,1,1,1   ,1,0
27845,Allens Creek Rd                     ,1147        ,Haywood         ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
26808,S Main St                           ,23          ,Haywood         ,0,         ,0430005,9348,4100,4100,8200,3,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
26771,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,       ,0,0,0,0,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
26772,Great Smoky Mountain                ,23          ,Haywood         ,0,         ,       ,0,0,0,0,2,Freeways                   ,1,4,1,55,12,2,0,H   ,0,0
26773,US 74 Off ramp                      ,74          ,Haywood         ,0,         ,       ,0,0,0,0,2,Freeways                   ,1,4,1,35,12,1,0,H   ,0,0
