ID,Street Name,Route Number,COUNTY,Screenline,TIP Project,Count Station ID,2005 Count Total,AB 2005 Count,BA 2005 Count,2005 Count,FUN_CLASS,CTP_Type,CTP_CD,TERRAIN_CD,DIVIDED_CD,SPD_LIMIT,LANE_WIDTH,AB_LANES,BA_LANES,MODE,CanWalk,TruckRstr
23717,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
24155,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,1000197,4223,2050,2050,4100,5,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
4833,Sardis Rd                           ,112         ,Buncombe        ,0,         ,1000177,13680,6000,6000,12000,7,Other Major Thoroughfares  ,4,4,0,45,12,1,1,1   ,1,0
23575,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23584,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23616,Brevard Rd                          ,191         ,Buncombe        ,0,U-3601   ,       ,0,0,0,0,4,Boulevards                 ,3,4,1,45,12,1,1,1   ,1,0
6884,I-26                                ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,3,0,1   ,1,0
7245,I-26 WB Ramp                        ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,50,12,1,0,1   ,1,0
23607,I-26 WB Ramp                        ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
7220,I-40 EB                             ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,2,0,1   ,1,0
7307,I-26 EB Ramp                        ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,50,12,1,0,1   ,1,0
6887,I-26 WB                             ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,3,0,1   ,1,0
7212,I-26 WB Ramp                        ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,50,12,1,0,1   ,1,0
23602,I-40 WB Ramp                        ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,3,0,1   ,1,0
8555,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,1000199,2266,1100,1100,2200,5,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
7981,I-240 WB                            ,240         ,Buncombe        ,0,         ,Fact001,32136,30900,0,61800,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
8013,I-240 EB                            ,240         ,Buncombe        ,0,         ,Fact001,32136,30900,0,61800,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
5692,Sardis Rd                           ,112         ,Buncombe        ,0,         ,1000190,14820,6500,6500,13000,4,Other Major Thoroughfares  ,4,4,0,45,12,1,1,1   ,1,0
5333,Sardis Rd                           ,112         ,Buncombe        ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,0,45,12,1,1,1   ,1,0
23578,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23576,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
7064,W. Oakview Rd                       ,            ,Buncombe        ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
23581,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
6324,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,       ,0,0,0,0,5,Minor Thoroughfares        ,5,4,0,45,12,1,1,1   ,1,0
6627,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,1000195,5356,2600,2600,5200,5,Minor Thoroughfares        ,5,4,0,45,12,1,1,1   ,1,0
7114,Monte Vista Rd                      ,1224        ,Buncombe        ,0,         ,1000196,4635,2250,2250,4500,5,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
23577,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
4991,Sardis Rd                           ,112         ,Buncombe        ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,0,45,12,1,1,1   ,1,0
6737,W. Oakview Rd                       ,            ,Buncombe        ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
23582,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23583,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
24139,I-40                                ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,4,0,1   ,1,0
10330,Deaverview Rd                       ,1263        ,Buncombe        ,0,         ,1000212,3708,1800,1800,3600,7,Minor Thoroughfares        ,5,4,0,25,12,1,1,1   ,1,0
23711,Smokey Park Hwy                     ,74          ,Buncombe        ,0,         ,       ,0,0,0,0,3,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
23714,Smokey Park Hwy                     ,74          ,Buncombe        ,0,         ,       ,0,0,0,0,3,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
7709,I-40 EB                             ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,4,0,1   ,1,0
8820,Bear Creek Rd                       ,1283        ,Buncombe        ,0,         ,       ,0,0,0,0,5,Minor Thoroughfares        ,5,4,0,30,12,1,1,1   ,1,0
8309,Smokey Park Hwy                     ,74          ,Buncombe        ,0,         ,1000205,25080,11000,11000,22000,3,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
8044,Old Haywood Rd                      ,1404        ,Buncombe        ,0,         ,1000203,5459,2650,2650,5300,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
23791,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23790,Old Haywood Rd                      ,1404        ,Buncombe        ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
24148,Smokey Park Hwy                     ,74          ,Buncombe        ,0,         ,       ,0,0,0,0,3,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
23590,I-40 EB Ramp                        ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,45,12,1,0,1   ,1,0
7830,Smokey Park Hwy                     ,74          ,Buncombe        ,0,         ,0100731,30780,13500,13500,27000,3,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
24141,I-40 WB Ramp                        ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,25,12,2,0,1   ,1,0
7750,Smokey Park Hwy                     ,74          ,Buncombe        ,0,         ,       ,0,0,0,0,3,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
7857,I-40 WB Ramp                        ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,25,12,1,0,1   ,1,0
24142,I-40 EB Ramp                        ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,35,12,2,0,1   ,1,0
24147,I-40 EB Ramp                        ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,45,12,1,0,1   ,1,0
24145,I-40 EB Ramp                        ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,45,12,0,1,1   ,1,0
24143,Smokey Park Hwy                     ,74          ,Buncombe        ,0,         ,       ,0,0,0,0,3,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
8322,Old Haywood Rd                      ,1404        ,Buncombe        ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
23789,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23715,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23784,Deaverview Rd                       ,1263        ,Buncombe        ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
23725,Pisgah View Rd                      ,1403        ,Buncombe        ,0,         ,1000211,2678,1300,1300,2600,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
23785,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23726,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
10659,Deaverview Rd                       ,1263        ,Buncombe        ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
23713,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23605,I-40 EB                             ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,3,0,1   ,1,0
7437,I-40 WB                             ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,2,0,1   ,1,0
7859,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,0100807,4223,2050,2050,4100,5,Minor Thoroughfares        ,5,4,0,45,12,1,1,1   ,1,0
24153,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,       ,0,0,0,0,5,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
24154,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,       ,0,0,0,0,5,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
24138,I-40 EB                             ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,4,0,1   ,1,0
23712,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
7481,I-240 WB Ramp                       ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
7600,I-240 WB Ramp                       ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,50,12,1,0,1   ,1,0
23610,I-40 WB                             ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,2,0,1   ,1,0
7391,I-40 EB Ramp                        ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,50,12,0,1,1   ,1,0
23611,I-40 WB Ramp                        ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,50,12,1,0,1   ,1,0
7921,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,       ,0,0,0,0,5,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
24379,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,       ,0,0,0,0,5,Minor Thoroughfares        ,5,4,0,45,12,1,1,1   ,1,0
23721,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,       ,0,0,0,0,5,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
23724,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
10251,Deaverview Rd                       ,1263        ,Buncombe        ,0,         ,1000116,7313,3550,3550,7100,3,Minor Thoroughfares        ,5,4,0,25,12,1,1,1   ,1,0
10041,Patton Ave                          ,19/23       ,Buncombe        ,0,         ,1000088,22800,10000,10000,20000,3,Other Major Thoroughfares  ,4,4,0,45,12,2,2,1   ,1,0
10245,Bear Creek Rd                       ,1283        ,Buncombe        ,0,         ,       ,0,0,0,0,3,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
23709,Smokey Park Hwy                     ,74          ,Buncombe        ,0,         ,1000201,22800,10000,10000,20000,3,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
23710,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
10232,Deaverview Rd                       ,1263        ,Buncombe        ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,25,12,1,1,1   ,1,0
24396,Mimosa Dr                           ,            ,Buncombe        ,0,         ,       ,0,0,0,0,3,Minor Thoroughfares        ,5,4,0,35,12,0,0,1   ,1,0
9643,Patton Ave                          ,19/23       ,Buncombe        ,0,         ,1000200,23940,10500,10500,21000,3,Other Major Thoroughfares  ,4,4,0,45,12,2,2,1   ,1,0
9343,Bear Creek Rd                       ,1283        ,Buncombe        ,0,         ,       ,0,0,0,0,3,Minor Thoroughfares        ,5,4,0,30,12,1,1,1   ,1,0
9451,Bear Creek Rd                       ,1283        ,Buncombe        ,0,         ,       ,0,0,0,0,3,Minor Thoroughfares        ,5,4,2,30,12,1,1,1   ,1,0
23716,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
10954,Johnston Blvd                       ,            ,Buncombe        ,0,         ,       ,0,0,0,0,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
10198,Deaverview Rd                       ,1263        ,Buncombe        ,0,         ,       ,0,0,0,0,3,Minor Thoroughfares        ,5,4,0,25,12,1,1,1   ,1,0
23723,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
24128,I-26 EB                             ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,2,0,1   ,1,0
23579,I-26 WB Ramp                        ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,45,12,0,1,1   ,1,0
5674,I-26 WB                             ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,2,0,1   ,1,0
5908,Brevard Rd                          ,191         ,Buncombe        ,0,         ,1000175,11400,5000,5000,10000,4,Boulevards                 ,3,4,2,45,12,1,1,1   ,1,0
23614,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
24131,Brevard Rd                          ,191         ,Buncombe        ,0,         ,1000176,25080,11000,11000,22000,4,Boulevards                 ,3,4,1,45,12,2,2,1   ,1,0
4668,Brevard Rd                          ,191         ,Buncombe        ,0,U-3403   ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
23573,Brevard Rd                          ,191         ,Buncombe        ,0,U-3403   ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,2,45,12,2,2,1   ,1,0
5289,I-26 EB                             ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,2,0,1   ,1,0
5246,I-26 EB Ramp                        ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,45,12,0,1,1   ,1,0
5298,I-26 EB Ramp                        ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,25,12,1,0,1   ,1,0
24129,Brevard Rd                          ,191         ,Buncombe        ,0,         ,       ,0,0,0,0,4,Boulevards                 ,3,4,1,45,12,2,2,1   ,1,0
5475,I-26 WB Ramp                        ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,25,12,0,1,1   ,1,0
6305,I-26 WB                             ,26          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,3,0,1   ,1,0
5992,Brevard Rd                          ,191         ,Buncombe        ,0,U-3601   ,       ,0,0,0,0,4,Boulevards                 ,3,4,1,45,12,1,1,1   ,1,0
6832,Pond Rd                             ,3431        ,Buncombe        ,0,         ,0100805,1751,850,850,1700,7,Minor Thoroughfares        ,5,4,0,45,12,1,1,1   ,1,0
24132,Brevard Rd                          ,191         ,Buncombe        ,0,U-3601   ,       ,0,0,0,0,4,Boulevards                 ,3,4,1,45,12,1,1,1   ,1,0
24334,Hanover St                          ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Minor Thoroughfares        ,5,4,0,35,12,0,0,1   ,1,0
24380,Shelbourne Rd                       ,3578        ,Buncombe        ,0,         ,       ,0,0,0,0,0,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
23719,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,       ,0,0,0,0,5,Minor Thoroughfares        ,5,3,0,35,11,1,1,1   ,1,0
8081,I-240                               ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
8097,I-240 WB                            ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
8242,I-240 WB Ramp                       ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,35,12,1,0,1   ,1,0
8180,I-240 EB Ramp                       ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,45,12,0,1,1   ,1,0
9687,Haywood Rd                          ,19 Bus      ,Buncombe        ,0,         ,1000092,14820,6500,6500,13000,4,Other Major Thoroughfares  ,4,4,2,20,12,1,1,1   ,1,0
8399,Brevard Rd                          ,191         ,Buncombe        ,0,         ,1000120,8755,4250,4250,8500,4,Other Major Thoroughfares  ,4,4,0,30,12,1,1,1   ,1,0
8435,I-240                               ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
8822,I-240 WB                            ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
8590,Michigan Ave                        ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Minor Thoroughfares        ,5,4,0,35,12,0,0,1   ,1,0
24133,Brevard Rd                          ,191         ,Buncombe        ,0,U-3601   ,1000173,12540,5500,5500,11000,4,Boulevards                 ,3,4,1,45,12,1,1,1   ,1,0
7256,I-40 EB                             ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,3,0,1   ,1,0
7823,Brevard Rd                          ,191         ,Buncombe        ,0,         ,0100803,12540,5500,5500,11000,7,Other Major Thoroughfares  ,4,4,0,45,12,2,2,1   ,1,0
23626,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23617,Brevard Rd                          ,191         ,Buncombe        ,0,U-3601   ,       ,0,0,0,0,4,Boulevards                 ,3,4,0,45,12,3,3,1   ,1,0
23621,I-40 EB Ramp                        ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,45,12,1,0,1   ,1,0
7470,I-40 EB                             ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,2,0,1   ,1,0
24134,Brevard Rd                          ,191         ,Buncombe        ,0,U-3601   ,       ,0,0,0,0,4,Boulevards                 ,3,4,0,45,12,2,2,1   ,1,0
23620,I-40 EB Ramp                        ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,25,12,1,0,1   ,1,0
23622,I-40 WB Ramp                        ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,35,12,1,0,1   ,1,0
23618,I-40                                ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,60,12,0,2,1   ,1,0
24135,Brevard Rd                          ,191         ,Buncombe        ,0,         ,       ,0,0,0,0,4,Boulevards                 ,3,4,2,45,12,2,2,1   ,1,0
23623,I-40 WB Ramp                        ,40          ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,25,12,1,0,1   ,1,0
8057,I-240 EB Ramp                       ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,35,12,0,1,1   ,1,0
8202,Shelbourne Rd                       ,3578        ,Buncombe        ,0,         ,1000115,4218,1850,1850,3700,7,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
23625,Brevard Rd                          ,191         ,Buncombe        ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,0,45,12,2,2,1   ,1,0
8119,I-240 WB Ramp                       ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,45,12,1,0,1   ,1,0
23627,Brevard Rd                          ,191         ,Buncombe        ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,0,45,12,1,1,1   ,1,0
8203,Brevard Rd                          ,191         ,Buncombe        ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,0,45,12,1,1,1   ,1,0
24385,Sulphur Springs Rd                  ,            ,Buncombe        ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,4,0,35,12,0,0,1   ,1,0
23720,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
9405,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,       ,0,0,0,0,5,Minor Thoroughfares        ,5,3,0,35,11,1,1,1   ,1,0
9773,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,1000091,2266,1100,1100,2200,5,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
10194,Haywood Rd                          ,19 Bus      ,Buncombe        ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
23706,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
9692,Haywood Rd                          ,19 Bus      ,Buncombe        ,0,         ,1000118,15960,7000,7000,14000,4,Other Major Thoroughfares  ,4,4,2,20,12,1,1,1   ,1,0
9226,Sand Hill Rd                        ,3412        ,Buncombe        ,0,         ,       ,0,0,0,0,5,Minor Thoroughfares        ,5,3,0,35,11,1,1,1   ,1,0
24397,Haywood Rd                          ,19 Bus      ,Buncombe        ,0,         ,1000089,11058,4850,4850,9700,4,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
10234,Haywood Rd                          ,19 Bus      ,Buncombe        ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,2,35,12,1,1,1   ,1,0
23704,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23705,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23722,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
8862,Brevard Rd                          ,191         ,Buncombe        ,0,         ,0100825,7931,3850,3850,7700,4,Other Major Thoroughfares  ,4,4,0,30,12,1,1,1   ,1,0
24381,Haywood Rd                          ,19 Bus      ,Buncombe        ,0,         ,1000090,14820,6500,6500,13000,4,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
23703,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
10161,Haywood Rd                          ,19 Bus      ,Buncombe        ,0,         ,1000015,12540,5500,5500,11000,4,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
9947,Haywood Rd                          ,19 Bus      ,Buncombe        ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,0,35,12,1,1,1   ,1,0
8363,I-240 EB Ramp                       ,240         ,Buncombe        ,0,         ,0100768,5356,0,5200,5200,4,Freeways                   ,1,4,1,45,12,0,2,1   ,1,0
8436,Amboy Rd                            ,3557        ,Buncombe        ,0,         ,0100769,5047,4900,0,4900,4,Freeways                   ,1,4,1,45,12,2,0,1   ,1,0
8392,I-240 WB                            ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
8268,I-240                               ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
24333,Granada Ave                         ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Minor Thoroughfares        ,5,4,0,35,12,0,0,1   ,1,0
9678,Haywood Rd                          ,19 Bus      ,Buncombe        ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,2,20,12,1,1,1   ,1,0
9751,Haywood Rd                          ,19 Bus      ,Buncombe        ,0,         ,1000108,15960,7000,7000,14000,4,Other Major Thoroughfares  ,4,4,2,20,12,1,1,1   ,1,0
9706,Haywood Rd                          ,19 Bus      ,Buncombe        ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,0,20,12,2,2,1   ,1,0
23645,I-240                               ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
9663,Haywood Rd                          ,3548        ,Buncombe        ,0,         ,1000106,17100,7500,7500,15000,4,Other Major Thoroughfares  ,4,4,2,20,12,1,1,1   ,1,0
10130,I-240                               ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,55,12,2,0,1   ,1,0
10032,I-240 EB Ramp                       ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,45,12,0,2,1   ,1,0
9705,I-240 WB Ramp                       ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,45,12,0,1,1   ,1,0
23632,I-240 EB Ramp                       ,240         ,Buncombe        ,0,         ,       ,0,0,0,0,1,Freeways                   ,1,4,1,35,12,1,0,1   ,1,0
9052,State St                            ,            ,Buncombe        ,0,         ,0100770,4429,2150,2150,4300,0,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
9633,State St                            ,            ,Buncombe        ,0,         ,       ,0,0,0,0,4,Minor Thoroughfares        ,5,4,0,35,12,1,1,1   ,1,0
9645,Haywood Rd                          ,3548        ,Buncombe        ,0,         ,       ,0,0,0,0,4,Other Major Thoroughfares  ,4,4,2,35,12,1,1,1   ,1,0
9644,Michigan Ave                        ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Minor Thoroughfares        ,5,4,0,35,12,0,0,1   ,1,0
23638,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23701,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
23702,                                    ,            ,Buncombe        ,0,         ,       ,0,0,0,0,0,Centroid Connector         ,99,0,0,35,12,1,1,1   ,1,0
